orig_family,orig_name,orig_author,orig_binomial,orig_genus,orig_species,orig_infraspecies_rank,orig_infraspecies,sp6,wcvp_matched_name,wcvp_matched_authors,wcvp_matched_rank,wcvp_matched_status,wcvp_matched_plant_name_id,wcvp_matched_ipni_id,match_similarity,wcvp_accepted_plant_name_id,wcvp_accepted_powo_id,wcvp_accepted_ipni_id,wcvp_accepted_name,wcvp_accepted_name_genus,wcvp_accepted_name_species,wcvp_accepted_name_rank,wcvp_accepted_family,wcvp_accepted_name_infraspecific_rank,wcvp_accepted_name_infraspecies,wcvp_accepted_author,wcvp_accepted_authority,wcvp_lifeform_description,origmatches,row_id,wcvp_matched_name_gbif_id,wcvp_matched_name_gbif_scientificName,wcvp_matched_name_gbif_matchtype,wcvp_matched_name_gbif_status,wcvp_matched_name_gbif_acceptedScientificName,wcvp_accepted_name_gbif_id,wcvp_accepted_name_gbif_scientificName,wcvp_accepted_name_gbif_matchtype,wcvp_accepted_name_gbif_status,wcvp_accepted_name_gbif_acceptedScientificName
Monimiaceae,Mollinedia viridiflora,Tul.,Mollinedia viridiflora,Mollinedia,viridiflora,,,MOLLPI,Mollinedia viridiflora,Tul.,Species,Accepted,2501288,582157-1,1,2501288,582157-1,582157-1,Mollinedia viridiflora,Mollinedia,viridiflora,Species,Monimiaceae,,,Tul.,Tul.,shrub or tree,TRUE,215,8365367,Mollinedia viridiflora Tul.,EXACT,ACCEPTED,,8365367,Mollinedia viridiflora Tul.,EXACT,ACCEPTED,
Malvaceae,Mortoniodendron anisophyllum,(Standl.) Standl. & Steyerm.,Mortoniodendron anisophyllum,Mortoniodendron,anisophyllum,,,MORTAN,Mortoniodendron anisophyllum,(Standl.) Standl. & Steyerm.,Species,Accepted,2507504,164461-2,1,2507504,164461-2,164461-2,Mortoniodendron anisophyllum,Mortoniodendron,anisophyllum,Species,Malvaceae,,,Standl. & Steyerm.,(Standl.) Standl. & Steyerm.,shrub or tree,TRUE,216,4259349,Mortoniodendron anisophyllum (Standl.) Standl. & Steyerm.,EXACT,ACCEPTED,,4259349,Mortoniodendron anisophyllum (Standl.) Standl. & Steyerm.,EXACT,ACCEPTED,
Malvaceae,Mortoniodendron costaricense,Standl. & L.O.Williams,Mortoniodendron costaricense,Mortoniodendron,costaricense,,,,Mortoniodendron costaricense,Standl. & L.O.Williams,Species,Accepted,2507495,164462-2,1,2507495,164462-2,164462-2,Mortoniodendron costaricense,Mortoniodendron,costaricense,Species,Malvaceae,,,Standl. & L.O.Williams,Standl. & L.O.Williams,tree,TRUE,217,4259325,Mortoniodendron costaricense Standl. & L.O.Williams,EXACT,ACCEPTED,,4259325,Mortoniodendron costaricense Standl. & L.O.Williams,EXACT,ACCEPTED,
Melastomataceae,Mouriri completens,Burret,Mouriri completens,Mouriri,completens,,,MOURCO,Mouriri completens,Burret,Species,Accepted,3018113,164541-2,1,3018113,164541-2,164541-2,Mouriri completens,Mouriri,completens,Species,Melastomataceae,,,Burret,Burret,,TRUE,218,3870816,Mouriri completens (Pittier) Burret,EXACT,ACCEPTED,,3870816,Mouriri completens (Pittier) Burret,EXACT,ACCEPTED,
Melastomataceae,Mouriri myrtilloides,Poir.,Mouriri myrtilloides,Mouriri,myrtilloides,,,MOURMY,Mouriri myrtilloides,Poir.,Species,Accepted,3018158,573831-1,1,3018158,573831-1,573831-1,Mouriri myrtilloides,Mouriri,myrtilloides,Species,Melastomataceae,,,Poir.,Poir.,,TRUE,219,3870233,Mouriri myrtilloides (Sw.) Poir.,EXACT,ACCEPTED,,3870233,Mouriri myrtilloides (Sw.) Poir.,EXACT,ACCEPTED,
Myrtaceae,Myrcia splendens,DC.,Myrcia splendens,Myrcia,splendens,,,MYRCGA,Myrcia splendens,(Sw.) DC.,Species,Accepted,131639,599170-1,1,131639,599170-1,599170-1,Myrcia splendens,Myrcia,splendens,Species,Myrtaceae,,,DC.,(Sw.) DC.,shrub or tree,TRUE,220,3174691,Myrcia splendens (Sw.) DC.,EXACT,ACCEPTED,,3174691,Myrcia splendens (Sw.) DC.,EXACT,ACCEPTED,
Myrtaceae,Myrcia zetekiana,(Standl.) B.Holst,Myrcia zetekiana,Myrcia,zetekiana,,,MYRCZE,Myrcia zetekiana,(Standl.) B.Holst,Species,Accepted,131714,60439346-2,1,131714,60439346-2,60439346-2,Myrcia zetekiana,Myrcia,zetekiana,Species,Myrtaceae,,,B.Holst,(Standl.) B.Holst,shrub or tree,TRUE,221,3173942,Myrcia zetekiana (Standl.) B.Holst,EXACT,ACCEPTED,,3173942,Myrcia zetekiana (Standl.) B.Holst,EXACT,ACCEPTED,
Fabaceae,Myrospermum frutescens,Jacq.,Myrospermum frutescens,Myrospermum,frutescens,,,MYROFR,Myrospermum frutescens,Jacq.,Species,Accepted,2375262,509434-1,1,2375262,509434-1,509434-1,Myrospermum frutescens,Myrospermum,frutescens,Species,Fabaceae,,,Jacq.,Jacq.,shrub or tree,TRUE,222,2976681,Myrospermum frutescens Jacq.,EXACT,ACCEPTED,,2976681,Myrospermum frutescens Jacq.,EXACT,ACCEPTED,
Fabaceae,Myroxylon balsamum,Harms,Myroxylon balsamum,Myroxylon,balsamum,,,MYR3BA,Myroxylon balsamum,(L.) Harms,Species,Accepted,2375220,166483-2,1,2375220,166483-2,166483-2,Myroxylon balsamum,Myroxylon,balsamum,Species,Fabaceae,,,Harms,(L.) Harms,tree,TRUE,223,5357190,Myroxylon balsamum (L.) Harms,EXACT,ACCEPTED,,5357190,Myroxylon balsamum (L.) Harms,EXACT,ACCEPTED,
Moraceae,Naucleopsis naga,Pittier,Naucleopsis naga,Naucleopsis,naga,,,NAUCNA,Naucleopsis naga,Pittier,Species,Accepted,2384883,167403-2,1,2384883,167403-2,167403-2,Naucleopsis naga,Naucleopsis,naga,Species,Moraceae,,,Pittier,Pittier,tree,TRUE,224,7262846,Naucleopsis naga Pittier,EXACT,ACCEPTED,,7262846,Naucleopsis naga Pittier,EXACT,ACCEPTED,
Moraceae,Naucleopsis ulei,(Warb.) Ducke,Naucleopsis ulei,Naucleopsis,ulei,,,NAUCUL,Naucleopsis ulei,(Warb.) Ducke,Species,Accepted,2384905,167409-2,1,2384905,167409-2,167409-2,Naucleopsis ulei,Naucleopsis,ulei,Species,Moraceae,,,Ducke,(Warb.) Ducke,tree,TRUE,225,7262829,Naucleopsis ulei (Warb.) Ducke,EXACT,ACCEPTED,,7262829,Naucleopsis ulei (Warb.) Ducke,EXACT,ACCEPTED,
Lauraceae,Nectandra cissiflora,Nees,Nectandra cissiflora,Nectandra,cissiflora,,,NECTCI,Nectandra cissiflora,Nees,Species,Accepted,2379031,303072-2,1,2379031,303072-2,303072-2,Nectandra cissiflora,Nectandra,cissiflora,Species,Lauraceae,,,Nees,Nees,tree,TRUE,226,5685370,Nectandra cissiflora Nees,EXACT,ACCEPTED,,5685370,Nectandra cissiflora Nees,EXACT,ACCEPTED,
Lauraceae,Nectandra purpurea,(Ruiz & Pav.) Mez,Nectandra purpurea,Nectandra,purpurea,,,NECTPU,Nectandra purpurea,(Ruiz & Pav.) Mez,Species,Synonym,2378894,167923-2,1,3009192,77158867-1,77158867-1,Damburneya purpurea,Damburneya,purpurea,Species,Lauraceae,,,Trofimov,(Ruiz & Pav.) Trofimov,tree,TRUE,227,5686044,Nectandra purpurea (Ruiz & Pav.) Mez,EXACT,SYNONYM,Damburneya purpurea (Ruiz & Pav.) Trofimov,9503920,Damburneya purpurea (Ruiz & Pav.) Trofimov,EXACT,ACCEPTED,
Nyctaginaceae,Neea amplifolia,Donn.Sm.,Neea amplifolia,Neea,amplifolia,,,NEEAAM,Neea amplifolia,Donn.Sm.,Species,Accepted,2384165,167987-2,1,2384165,167987-2,167987-2,Neea amplifolia,Neea,amplifolia,Species,Nyctaginaceae,,,Donn.Sm.,Donn.Sm.,shrub or tree,TRUE,228,3700440,Neea amplifolia Donn.Sm.,EXACT,ACCEPTED,,3700440,Neea amplifolia Donn.Sm.,EXACT,ACCEPTED,
Nyctaginaceae,Neea darienensis,Dwyer & M.V.Hayden,Neea darienensis,Neea,darienensis,,,NEEADA,Neea darienensis,Dwyer & M.V.Hayden,Species,Accepted,2384113,168002-2,1,2384113,168002-2,168002-2,Neea darienensis,Neea,darienensis,Species,Nyctaginaceae,,,Dwyer & M.V.Hayden,Dwyer & M.V.Hayden,tree,TRUE,229,3700127,Neea darienensis Dwyer & Hayden,EXACT,ACCEPTED,,3700127,Neea darienensis Dwyer & Hayden,EXACT,ACCEPTED,
Nyctaginaceae,Neea delicatula,Standl.,Neea delicatula,Neea,delicatula,,,NEEADE,Neea delicatula,Standl.,Species,Accepted,2384111,168003-2,1,2384111,168003-2,168003-2,Neea delicatula,Neea,delicatula,Species,Nyctaginaceae,,,Standl.,Standl.,shrub or tree,TRUE,230,3700097,Neea delicatula Standl.,EXACT,ACCEPTED,,3700097,Neea delicatula Standl.,EXACT,ACCEPTED,
Nyctaginaceae,Neea pittieri,Standl.,Neea pittieri,Neea,pittieri,,,,Neea pittieri,Standl.,Species,Accepted,2384222,168036-2,1,2384222,168036-2,168036-2,Neea pittieri,Neea,pittieri,Species,Nyctaginaceae,,,Standl.,Standl.,shrub or tree,TRUE,231,3700921,Neea pittieri Standl.,EXACT,ACCEPTED,,3700921,Neea pittieri Standl.,EXACT,ACCEPTED,
Lauraceae,Ocotea leptobotra,(Ruiz & Pav.) Mez,Ocotea leptobotra,Ocotea,leptobotra,,,OCOTCE,Ocotea leptobotra,(Ruiz & Pav.) Mez,Species,Accepted,2386117,171727-2,1,2386117,171727-2,171727-2,Ocotea leptobotra,Ocotea,leptobotra,Species,Lauraceae,,,Mez,(Ruiz & Pav.) Mez,tree,TRUE,232,4179703,Ocotea leptobotra (Nees) Mez,EXACT,ACCEPTED,,4179703,Ocotea leptobotra (Nees) Mez,EXACT,ACCEPTED,
Lauraceae,Ocotea oblonga,(Meisn.) Mez,Ocotea oblonga,Ocotea,oblonga,,,OCOTOB,Ocotea oblonga,(Meisn.) Mez,Species,Accepted,2386144,171797-2,1,2386144,171797-2,171797-2,Ocotea oblonga,Ocotea,oblonga,Species,Lauraceae,,,Mez,(Meisn.) Mez,tree,TRUE,233,7304263,Ocotea oblonga (Meisn.) Mez,EXACT,ACCEPTED,,7304263,Ocotea oblonga (Meisn.) Mez,EXACT,ACCEPTED,
Arecaceae,Oenocarpus mapora,H.Karst.,Oenocarpus mapora,Oenocarpus,mapora,,,OENOMA,Oenocarpus mapora,H.Karst.,Species,Accepted,138073,668532-1,1,138073,668532-1,668532-1,Oenocarpus mapora,Oenocarpus,mapora,Species,Arecaceae,,,H.Karst.,H.Karst.,tree,TRUE,234,2735446,Oenocarpus mapora H.Karst.,EXACT,ACCEPTED,,2735446,Oenocarpus mapora H.Karst.,EXACT,ACCEPTED,
Ochnaceae,Ouratea lucens,Engl.,Ouratea lucens,Ouratea,lucens,,,OURALU,Ouratea lucens,(Kunth) Engl.,Species,Accepted,2400308,607063-1,1,2400308,607063-1,607063-1,Ouratea lucens,Ouratea,lucens,Species,Ochnaceae,,,Engl.,(Kunth) Engl.,tree,TRUE,235,7326730,Ouratea lucens (Kunth) Engl.,EXACT,ACCEPTED,,7326730,Ouratea lucens (Kunth) Engl.,EXACT,ACCEPTED,
Malvaceae,Pachira aquatica,Aubl.,Pachira aquatica,Pachira,aquatica,,,POCHAQ,Pachira aquatica,Aubl.,Species,Accepted,2412843,179762-2,1,2412843,179762-2,179762-2,Pachira aquatica,Pachira,aquatica,Species,Malvaceae,,,Aubl.,Aubl.,tree,TRUE,236,3152235,Pachira aquatica Aubl.,EXACT,ACCEPTED,,3152235,Pachira aquatica Aubl.,EXACT,ACCEPTED,
Rubiaceae,Palicourea allenii,(Standl.) Borhidi,Palicourea allenii,Palicourea,allenii,,,PSYCAL,Palicourea allenii,(Standl.) Borhidi,Species,Accepted,526374,77161801-1,1,526374,77161801-1,77161801-1,Palicourea allenii,Palicourea,allenii,Species,Rubiaceae,,,Borhidi,(Standl.) Borhidi,shrub or tree,TRUE,237,11086420,Palicourea allenii (Standl.) Borhidi,EXACT,ACCEPTED,,11086420,Palicourea allenii (Standl.) Borhidi,EXACT,ACCEPTED,
Rubiaceae,Palicourea brachiata,(Sw.) Borhidi,Palicourea brachiata,Palicourea,brachiata,,,PSYCB1,Palicourea brachiata,(Sw.) Borhidi,Species,Accepted,466515,77115595-1,1,466515,77115595-1,77115595-1,Palicourea brachiata,Palicourea,brachiata,Species,Rubiaceae,,,Borhidi,(Sw.) Borhidi,shrub or tree,TRUE,238,8416596,Palicourea brachiata (Sw.) Borhidi,EXACT,ACCEPTED,,8416596,Palicourea brachiata (Sw.) Borhidi,EXACT,ACCEPTED,
Rubiaceae,Palicourea caerulea,Roem. & Schult.,Palicourea caerulea,Palicourea,caerulea,,,,Palicourea caerulea,Schult.,Species,Accepted,145935,759049-1,1,145935,759049-1,759049-1,Palicourea caerulea,Palicourea,caerulea,Species,Rubiaceae,,,Schult.,Schult.,shrub or tree,TRUE,239,2920885,Palicourea caerulea Schult.,EXACT,ACCEPTED,,2920885,Palicourea caerulea Schult.,EXACT,ACCEPTED,
Rubiaceae,Palicourea chocoana,(C.M.Taylor) C.M.Taylor,Palicourea chocoana,Palicourea,chocoana,,,,Palicourea chocoana,(C.M.Taylor) C.M.Taylor,Species,Accepted,535209,77202781-1,1,535209,77202781-1,77202781-1,Palicourea chocoana,Palicourea,chocoana,Species,Rubiaceae,,,C.M.Taylor,(C.M.Taylor) C.M.Taylor,tree,TRUE,240,10825299,Palicourea chocoana (C.M.Taylor) C.M.Taylor,EXACT,ACCEPTED,,10825299,Palicourea chocoana (C.M.Taylor) C.M.Taylor,EXACT,ACCEPTED,
Rubiaceae,Palicourea deflexa,(DC.) Borhidi,Palicourea deflexa,Palicourea,deflexa,,,PSYCDE,Palicourea deflexa,(DC.) Borhidi,Species,Accepted,466528,77115599-1,1,466528,77115599-1,77115599-1,Palicourea deflexa,Palicourea,deflexa,Species,Rubiaceae,,,Borhidi,(DC.) Borhidi,subshrub or shrub,TRUE,241,7579870,Palicourea deflexa (DC.) Borhidi,EXACT,ACCEPTED,,7579870,Palicourea deflexa (DC.) Borhidi,EXACT,ACCEPTED,
Rubiaceae,Palicourea guianensis,Aubl.,Palicourea guianensis,Palicourea,guianensis,,,PALIGU,Palicourea guianensis,Aubl.,Species,Accepted,146056,759121-1,1,146056,759121-1,759121-1,Palicourea guianensis,Palicourea,guianensis,Species,Rubiaceae,,,Aubl.,Aubl.,shrub or tree,TRUE,242,2898772,Palicourea guianensis Aubl.,EXACT,ACCEPTED,,2898772,Palicourea guianensis Aubl.,EXACT,ACCEPTED,
Rubiaceae,Palicourea ianthina,C.M.Taylor,Palicourea ianthina,Palicourea,ianthina,,,PALIIA,Palicourea ianthina,C.M.Taylor,Species,Accepted,216682,323958-2,1,216682,323958-2,323958-2,Palicourea ianthina,Palicourea,ianthina,Species,Rubiaceae,,,C.M.Taylor,C.M.Taylor,shrub,TRUE,243,2898717,Palicourea ianthina C.M.Taylor,EXACT,ACCEPTED,,2898717,Palicourea ianthina C.M.Taylor,EXACT,ACCEPTED,
Rubiaceae,Palicourea pyramidalis,Standl.,Palicourea pyramidalis,Palicourea,pyramidalis,,,PALIPY,Palicourea pyramidalis,Standl.,Species,Accepted,146254,181179-2,1,146254,181179-2,181179-2,Palicourea pyramidalis,Palicourea,pyramidalis,Species,Rubiaceae,,,Standl.,Standl.,shrub,TRUE,244,2899293,Palicourea pyramidalis Standl.,EXACT,ACCEPTED,,2899293,Palicourea pyramidalis Standl.,EXACT,ACCEPTED,
Rubiaceae,Palicourea tomentosa,(Aubl.) Borhidi,Palicourea tomentosa,Palicourea,tomentosa,,,PSYCPO,Palicourea tomentosa,(Aubl.) Borhidi,Species,Accepted,466178,77115635-1,1,466178,77115635-1,77115635-1,Palicourea tomentosa,Palicourea,tomentosa,Species,Rubiaceae,,,Borhidi,(Aubl.) Borhidi,shrub,TRUE,245,7866160,Palicourea tomentosa (Aubl.) Borhidi,EXACT,ACCEPTED,,7866160,Palicourea tomentosa (Aubl.) Borhidi,EXACT,ACCEPTED,
Rubiaceae,Pentagonia gymnopoda,Standl.,Pentagonia gymnopoda,Pentagonia,gymnopoda,,,PENTGY,Pentagonia gymnopoda,(Standl.) Standl.,Species,Accepted,149798,188109-2,1,149798,188109-2,188109-2,Pentagonia gymnopoda,Pentagonia,gymnopoda,Species,Rubiaceae,,,Standl.,(Standl.) Standl.,shrub or tree,TRUE,246,5334726,Pentagonia gymnopoda (Standl.) Standl.,EXACT,ACCEPTED,,5334726,Pentagonia gymnopoda (Standl.) Standl.,EXACT,ACCEPTED,
Rubiaceae,Pentagonia macrophylla,Benth.,Pentagonia macrophylla,Pentagonia,macrophylla,,,PENTMA,Pentagonia macrophylla,Benth.,Species,Accepted,149802,760184-1,1,149802,760184-1,760184-1,Pentagonia macrophylla,Pentagonia,macrophylla,Species,Rubiaceae,,,Benth.,Benth.,shrub or tree,TRUE,247,5334728,Pentagonia macrophylla Benth.,EXACT,ACCEPTED,,5334728,Pentagonia macrophylla Benth.,EXACT,ACCEPTED,
Rubiaceae,Pentagonia pinnatifida,Seem.,Pentagonia pinnatifida,Pentagonia,pinnatifida,,,PENTPI,Pentagonia pinnatifida,Seem.,Species,Accepted,149808,760190-1,1,149808,760190-1,760190-1,Pentagonia pinnatifida,Pentagonia,pinnatifida,Species,Rubiaceae,,,Seem.,Seem.,shrub or tree,TRUE,248,5334746,Pentagonia pinnatifida Seem.,EXACT,ACCEPTED,,5334746,Pentagonia pinnatifida Seem.,EXACT,ACCEPTED,
Rubiaceae,Pentagonia tinajita,Seem.,Pentagonia tinajita,Pentagonia,tinajita,,,PENTTI,Pentagonia tinajita,Seem.,Species,Accepted,149815,760198-1,1,149815,760198-1,760198-1,Pentagonia tinajita,Pentagonia,tinajita,Species,Rubiaceae,,,Seem.,Seem.,shrub or tree,TRUE,249,5334759,Pentagonia tinajita Seem.,EXACT,ACCEPTED,,5334759,Pentagonia tinajita Seem.,EXACT,ACCEPTED,
Moraceae,Perebea angustifolia,(Poepp. & Endl.) C.C.Berg,Perebea angustifolia,Perebea,angustifolia,,,PEREAN,Perebea angustifolia,(Poepp. & Endl.) C.C.Berg,Species,Accepted,2547454,190063-2,1,2547454,190063-2,190063-2,Perebea angustifolia,Perebea,angustifolia,Species,Moraceae,,,C.C.Berg,(Poepp. & Endl.) C.C.Berg,tree,TRUE,250,3765858,Perebea angustifolia (Poepp. & Endl.) C.C.Berg,EXACT,ACCEPTED,,3765858,Perebea angustifolia (Poepp. & Endl.) C.C.Berg,EXACT,ACCEPTED,
Moraceae,Perebea xanthochyma,H.Karst.,Perebea xanthochyma,Perebea,xanthochyma,,,PEREXA,Perebea xanthochyma,H.Karst.,Species,Accepted,2547873,855107-1,1,2547873,855107-1,855107-1,Perebea xanthochyma,Perebea,xanthochyma,Species,Moraceae,,,H.Karst.,H.Karst.,tree,TRUE,251,3765422,Perebea xanthochyma H.Karst.,EXACT,ACCEPTED,,3765422,Perebea xanthochyma H.Karst.,EXACT,ACCEPTED,
Salicaceae,Piparea dentata,Aubl.,Piparea dentata,Piparea,dentata,,,CASECO,Piparea dentata,Aubl.,Species,Accepted,2923573,779914-1,1,2923573,779914-1,779914-1,Piparea dentata,Piparea,dentata,Species,Salicaceae,,,Aubl.,Aubl.,shrub or tree,TRUE,252,3878707,Piparea dentata Aubl.,EXACT,ACCEPTED,,3878707,Piparea dentata Aubl.,EXACT,ACCEPTED,
Piperaceae,Piper aequale,Vahl,Piper aequale,Piper,aequale,,,PIPEAE,Piper aequale,Vahl,Species,Accepted,2559293,680300-1,1,2559293,680300-1,680300-1,Piper aequale,Piper,aequale,Species,Piperaceae,,,Vahl,Vahl,shrub,TRUE,253,3086344,Piper aequale Vahl,EXACT,ACCEPTED,,3086344,Piper aequale Vahl,EXACT,ACCEPTED,
Piperaceae,Piper arboreum,Aubl.,Piper arboreum,Piper,arboreum,,,PIPEA1,Piper arboreum,Aubl.,Species,Accepted,2559414,680435-1,1,2559414,680435-1,680435-1,Piper arboreum,Piper,arboreum,Species,Piperaceae,,,Aubl.,Aubl.,shrub or tree,TRUE,254,7304860,Piper arboreum Aubl.,EXACT,ACCEPTED,,7304860,Piper arboreum Aubl.,EXACT,ACCEPTED,
Piperaceae,Piper augustum,Rudge,Piper augustum,Piper,augustum,,,PIPEA4,Piper augustum,Rudge,Species,Accepted,2559128,680507-1,1,2559128,680507-1,680507-1,Piper augustum,Piper,augustum,Species,Piperaceae,,,Rudge,Rudge,shrub,TRUE,255,7305990,Piper augustum Rudge,EXACT,ACCEPTED,,7305990,Piper augustum Rudge,EXACT,ACCEPTED,
Piperaceae,Piper colonense,C.DC.,Piper colonense,Piper,colonense,,,PIPECU,Piper colonense,C.DC.,Species,Accepted,2557497,197627-2,1,2557497,197627-2,197627-2,Piper colonense,Piper,colonense,Species,Piperaceae,,,C.DC.,C.DC.,shrub or tree,TRUE,256,4190837,Piper colonense C.DC.,EXACT,ACCEPTED,,4190837,Piper colonense C.DC.,EXACT,ACCEPTED,
Piperaceae,Piper garagaranum,C.DC.,Piper garagaranum,Piper,garagaranum,,,,Piper garagaranum,C.DC.,Species,Accepted,2558023,197983-2,1,2558023,197983-2,197983-2,Piper garagaranum,Piper,garagaranum,Species,Piperaceae,,,C.DC.,C.DC.,subshrub or shrub,TRUE,257,4189712,Piper garagaranum C.DC.,EXACT,ACCEPTED,,4189712,Piper garagaranum C.DC.,EXACT,ACCEPTED,
Piperaceae,Piper hartwegianum,C.DC.,Piper hartwegianum,Piper,hartwegianum,,,PIPEHA,Piper hartwegianum,(Benth.) C.DC.,Species,Accepted,2558160,681620-1,1,2558160,681620-1,681620-1,Piper hartwegianum,Piper,hartwegianum,Species,Piperaceae,,,C.DC.,(Benth.) C.DC.,shrub,TRUE,258,4187415,Piper hartwegianum (Benth.) C.DC.,EXACT,ACCEPTED,,4187415,Piper hartwegianum (Benth.) C.DC.,EXACT,ACCEPTED,
Piperaceae,Piper multiplinervium,C.DC.,Piper multiplinervium,Piper,multiplinervium,,,,Piper multiplinervium,C.DC.,Species,Accepted,2569730,682301-1,1,2569730,682301-1,682301-1,Piper multiplinervium,Piper,multiplinervium,Species,Piperaceae,,,C.DC.,C.DC.,liana,TRUE,259,4191505,Piper multiplinervium C.DC.,EXACT,ACCEPTED,,4191505,Piper multiplinervium C.DC.,EXACT,ACCEPTED,
Piperaceae,Piper obliquum,Ruiz & Pav.,Piper obliquum,Piper,obliquum,,,PIPEOB,Piper obliquum,Ruiz & Pav.,Species,Accepted,2569286,682429-1,1,2569286,682429-1,682429-1,Piper obliquum,Piper,obliquum,Species,Piperaceae,,,Ruiz & Pav.,Ruiz & Pav.,shrub or tree,TRUE,260,7143828,Piper obliquum Ruiz & Pav.,EXACT,ACCEPTED,,7143828,Piper obliquum Ruiz & Pav.,EXACT,ACCEPTED,
Piperaceae,Piper reticulatum,L.,Piper reticulatum,Piper,reticulatum,,,PIPERE,Piper reticulatum,L.,Species,Accepted,2567702,198988-2,1,2567702,198988-2,198988-2,Piper reticulatum,Piper,reticulatum,Species,Piperaceae,,,L.,L.,shrub or tree,TRUE,261,3086330,Piper reticulatum L.,EXACT,ACCEPTED,,3086330,Piper reticulatum L.,EXACT,ACCEPTED,
Piperaceae,Piper trigonum,C.DC.,Piper trigonum,Piper,trigonum,,,,Piper trigonum,C.DC.,Species,Accepted,2571057,683782-1,1,2571057,683782-1,683782-1,Piper trigonum,Piper,trigonum,Species,Piperaceae,,,C.DC.,C.DC.,subshrub or shrub,TRUE,262,4190593,Piper trigonum C.DC.,EXACT,ACCEPTED,,4190593,Piper trigonum C.DC.,EXACT,ACCEPTED,
Piperaceae,Piper tuberculatum,Jacq.,Piper tuberculatum,Piper,tuberculatum,,,,Piper tuberculatum,Jacq.,Species,Accepted,2571084,683806-1,1,2571084,683806-1,683806-1,Piper tuberculatum,Piper,tuberculatum,Species,Piperaceae,,,Jacq.,Jacq.,shrub or tree,TRUE,263,3086328,Piper tuberculatum Jacq.,EXACT,ACCEPTED,,3086328,Piper tuberculatum Jacq.,EXACT,ACCEPTED,
Fabaceae,Platypodium elegans,Vogel,Platypodium elegans,Platypodium,elegans,,,PLA2EL,Platypodium elegans,Vogel,Species,Accepted,2539355,515259-1,1,2539355,515259-1,515259-1,Platypodium elegans,Platypodium,elegans,Species,Fabaceae,,,Vogel,Vogel,tree,TRUE,264,2977383,Platypodium elegans Vogel,EXACT,ACCEPTED,,2977383,Platypodium elegans Vogel,EXACT,ACCEPTED,
Salicaceae,Pleuranthodendron lindenii,(Turcz.) Sleumer,Pleuranthodendron lindenii,Pleuranthodendron,lindenii,,,PLE1LI,Pleuranthodendron lindenii,(Turcz.) Sleumer,Species,Accepted,2923475,202149-2,1,2923475,202149-2,202149-2,Pleuranthodendron lindenii,Pleuranthodendron,lindenii,Species,Salicaceae,,,Sleumer,(Turcz.) Sleumer,tree,TRUE,265,4261405,Pleuranthodendron lindenii (Turcz.) Sleumer,EXACT,ACCEPTED,,4261405,Pleuranthodendron lindenii (Turcz.) Sleumer,EXACT,ACCEPTED,
Rubiaceae,Posoqueria chocoana,C.M.Taylor,Posoqueria chocoana,Posoqueria,chocoana,,,,Posoqueria chocoana,C.M.Taylor,Species,Accepted,466181,77116129-1,1,466181,77116129-1,77116129-1,Posoqueria chocoana,Posoqueria,chocoana,Species,Rubiaceae,,,C.M.Taylor,C.M.Taylor,tree,TRUE,266,7498344,Posoqueria chocoana C.M.Taylor,EXACT,ACCEPTED,,7498344,Posoqueria chocoana C.M.Taylor,EXACT,ACCEPTED,
Rubiaceae,Posoqueria coriacea,M.Martens & Galeotti,Posoqueria coriacea,Posoqueria,coriacea,,,POSOMA,Posoqueria coriacea,M.Martens & Galeotti,Species,Accepted,163562,761002-1,1,163562,761002-1,761002-1,Posoqueria coriacea,Posoqueria,coriacea,Species,Rubiaceae,,,M.Martens & Galeotti,M.Martens & Galeotti,tree,TRUE,267,2893883,Posoqueria coriacea M.Martens & Galeotti,EXACT,ACCEPTED,,2893883,Posoqueria coriacea M.Martens & Galeotti,EXACT,ACCEPTED,
Rubiaceae,Posoqueria latifolia,(Rudge) Roem. & Schult.,Posoqueria latifolia,Posoqueria,latifolia,,,POSOLA,Posoqueria latifolia,(Rudge) Schult.,Species,Accepted,163583,1079607-2,1,163583,1079607-2,1079607-2,Posoqueria latifolia,Posoqueria,latifolia,Species,Rubiaceae,,,Schult.,(Rudge) Schult.,shrub or tree,TRUE,268,2893899,Posoqueria latifolia (Rudge) Schult.,EXACT,ACCEPTED,,2893899,Posoqueria latifolia (Rudge) Schult.,EXACT,ACCEPTED,
Urticaceae,Pourouma bicolor subsp. scobina,(Benoist) C.C.Berg & Heusden,Pourouma bicolor,Pourouma,bicolor,subsp.,scobina,POURBI,Pourouma bicolor subsp. scobina,(Benoist) C.C.Berg & Heusden,Subspecies,Accepted,2408628,283685-2,1,2408628,283685-2,283685-2,Pourouma bicolor subsp. scobina,Pourouma,bicolor,Subspecies,Urticaceae,subsp.,scobina,C.C.Berg & Heusden,(Benoist) C.C.Berg & Heusden,tree,TRUE,269,4013557,Pourouma bicolor subsp. scobina (Benoist) C.C.Berg & Heusden,EXACT,ACCEPTED,,4013557,Pourouma bicolor subsp. scobina (Benoist) C.C.Berg & Heusden,EXACT,ACCEPTED,
